ORD_NO,SKU_CD,NUM_PCS,LOC,CART_NO,SEQ
ORD_0179,SKU_0228,1,WP_0012,45,2
ORD_0177,SKU_0043,1,WP_0019,45,3
ORD_0177,SKU_0051,1,WP_0027,45,4
ORD_0179,SKU_0054,1,WP_0045,45,5
ORD_0180,SKU_0148,1,WP_0070,45,6
ORD_0178,SKU_0312,1,WP_0101,45,7
ORD_0179,SKU_0144,1,WP_0126,45,8
ORD_0178,SKU_0178,1,WP_0133,45,9
ORD_0183,SKU_0255,1,WP_0022,46,1
ORD_0184,SKU_0028,1,WP_0041,46,2
ORD_0184,SKU_0209,1,WP_0041,46,3
ORD_0181,SKU_0315,1,WP_0089,46,4
ORD_0183,SKU_0205,1,WP_0094,46,5
ORD_0184,SKU_0193,1,WP_0102,46,6
ORD_0181,SKU_0223,1,WP_0136,46,7
ORD_0182,SKU_0134,1,WP_0146,46,8
ORD_0182,SKU_0008,1,WP_0146,46,9
ORD_0181,SKU_0329,1,WP_0162,46,10
ORD_0181,SKU_0157,1,WP_0162,46,11
ORD_0183,SKU_0290,1,WP_0164,46,12
ORD_0183,SKU_0240,1,WP_0164,46,13
ORD_0188,SKU_0253,1,WP_0007,47,1
ORD_0187,SKU_0053,1,WP_0008,47,2
ORD_0187,SKU_0051,1,WP_0027,47,3
ORD_0188,SKU_0119,1,WP_0046,47,4
ORD_0185,SKU_0176,1,WP_0063,47,5
ORD_0185,SKU_0020,1,WP_0063,47,6
ORD_0187,SKU_0020,1,WP_0063,47,7
ORD_0186,SKU_0197,1,WP_0083,47,8
ORD_0186,SKU_0077,1,WP_0088,47,9
ORD_0187,SKU_0236,1,WP_0095,47,10
ORD_0185,SKU_0087,1,WP_0112,47,11
ORD_0185,SKU_0311,1,WP_0123,47,12
ORD_0187,SKU_0140,1,WP_0130,47,13
ORD_0189,SKU_0006,1,WP_0001,48,1
ORD_0189,SKU_0292,1,WP_0018,48,2
ORD_0189,SKU_0043,1,WP_0019,48,3
ORD_0191,SKU_0283,1,WP_0030,48,4
ORD_0190,SKU_0119,1,WP_0046,48,5
ORD_0190,SKU_0185,1,WP_0046,48,6
ORD_0190,SKU_0230,1,WP_0051,48,7
ORD_0192,SKU_0035,1,WP_0053,48,8
ORD_0192,SKU_0085,1,WP_0053,48,9
ORD_0192,SKU_0210,1,WP_0055,48,10
ORD_0192,SKU_0324,1,WP_0074,48,11
ORD_0192,SKU_0257,1,WP_0088,48,12
ORD_0190,SKU_0175,1,WP_0089,48,13
ORD_0194,SKU_0044,1,WP_0004,49,1
ORD_0196,SKU_0044,1,WP_0004,49,2
ORD_0195,SKU_0156,1,WP_0036,49,3
ORD_0196,SKU_0141,1,WP_0040,49,4
ORD_0193,SKU_0128,1,WP_0097,49,5
ORD_0194,SKU_0102,1,WP_0098,49,6
ORD_0195,SKU_0206,1,WP_0108,49,7
ORD_0195,SKU_0239,1,WP_0108,49,8
ORD_0196,SKU_0311,1,WP_0123,49,9
ORD_0196,SKU_0073,1,WP_0123,49,10
ORD_0195,SKU_0244,1,WP_0159,49,11
ORD_0195,SKU_0083,1,WP_0159,49,12
ORD_0199,SKU_0050,1,WP_0002,50,1
ORD_0198,SKU_0053,1,WP_0008,50,2
ORD_0197,SKU_0279,1,WP_0011,50,3
ORD_0199,SKU_0246,1,WP_0024,50,4
ORD_0200,SKU_0021,1,WP_0033,50,5
ORD_0200,SKU_0070,1,WP_0069,50,6
ORD_0200,SKU_0214,1,WP_0071,50,7
ORD_0198,SKU_0155,1,WP_0101,50,8
ORD_0198,SKU_0312,1,WP_0101,50,9
ORD_0198,SKU_0238,1,WP_0102,50,10
ORD_0200,SKU_0201,1,WP_0107,50,11
ORD_0199,SKU_0075,1,WP_0133,50,12
ORD_0199,SKU_0069,1,WP_0135,50,13
ORD_0199,SKU_0284,1,WP_0135,50,14
ORD_0202,SKU_0145,1,WP_0012,51,1
ORD_0204,SKU_0202,1,WP_0014,51,2
ORD_0204,SKU_0018,1,WP_0014,51,3
ORD_0201,SKU_0220,1,WP_0018,51,4
ORD_0203,SKU_0048,1,WP_0035,51,5
ORD_0201,SKU_0035,1,WP_0053,51,6
ORD_0203,SKU_0027,1,WP_0055,51,7
ORD_0202,SKU_0216,1,WP_0060,51,8
ORD_0203,SKU_0089,1,WP_0093,51,9
ORD_0203,SKU_0232,1,WP_0093,51,10
ORD_0205,SKU_0106,1,WP_0019,52,1
ORD_0206,SKU_0195,1,WP_0020,52,2
ORD_0208,SKU_0189,1,WP_0023,52,3
ORD_0206,SKU_0051,1,WP_0027,52,4
ORD_0206,SKU_0138,1,WP_0034,52,5
ORD_0208,SKU_0101,1,WP_0048,52,6
ORD_0208,SKU_0277,1,WP_0092,52,7
ORD_0208,SKU_0089,1,WP_0093,52,8
ORD_0205,SKU_0059,1,WP_0143,52,9
ORD_0207,SKU_0181,1,WP_0161,52,10
ORD_0209,SKU_0237,1,WP_0013,53,1
ORD_0211,SKU_0139,1,WP_0022,53,2
ORD_0210,SKU_0246,1,WP_0024,53,3
ORD_0210,SKU_0308,1,WP_0042,53,4
ORD_0211,SKU_0185,1,WP_0046,53,5
ORD_0209,SKU_0318,1,WP_0061,53,6
ORD_0210,SKU_0020,1,WP_0063,53,7
ORD_0209,SKU_0113,1,WP_0079,53,8
ORD_0209,SKU_0218,1,WP_0079,53,9
ORD_0212,SKU_0175,1,WP_0089,53,10
ORD_0212,SKU_0172,1,WP_0091,53,11
ORD_0212,SKU_0024,1,WP_0110,53,12
ORD_0216,SKU_0016,1,WP_0003,54,1
ORD_0214,SKU_0279,1,WP_0011,54,2
ORD_0214,SKU_0099,1,WP_0016,54,3
ORD_0216,SKU_0199,1,WP_0017,54,4
ORD_0213,SKU_0255,1,WP_0022,54,5
ORD_0214,SKU_0007,1,WP_0024,54,6
ORD_0216,SKU_0066,1,WP_0035,54,7
ORD_0215,SKU_0285,1,WP_0045,54,8
ORD_0215,SKU_0061,1,WP_0064,54,9
ORD_0216,SKU_0304,1,WP_0103,54,10
ORD_0216,SKU_0207,1,WP_0116,54,11
ORD_0214,SKU_0306,1,WP_0134,54,12
ORD_0214,SKU_0107,1,WP_0161,54,13
ORD_0218,SKU_0199,1,WP_0017,55,1
ORD_0217,SKU_0139,1,WP_0022,55,2
ORD_0217,SKU_0189,1,WP_0023,55,3
ORD_0219,SKU_0336,1,WP_0023,55,4
ORD_0219,SKU_0189,1,WP_0023,55,5
ORD_0220,SKU_0227,1,WP_0026,55,6
ORD_0217,SKU_0309,1,WP_0064,55,7
ORD_0217,SKU_0061,1,WP_0064,55,8
ORD_0219,SKU_0315,1,WP_0089,55,9
ORD_0220,SKU_0217,1,WP_0118,55,10
ORD_0219,SKU_0014,1,WP_0148,55,11
ORD_0220,SKU_0182,1,WP_0149,55,12
ORD_0217,SKU_0005,1,WP_0152,55,13
ORD_0223,SKU_0291,1,WP_0002,56,1
ORD_0222,SKU_0246,1,WP_0024,56,2
ORD_0222,SKU_0028,1,WP_0041,56,3
ORD_0221,SKU_0151,1,WP_0047,56,4
ORD_0223,SKU_0085,1,WP_0053,56,5
ORD_0224,SKU_0135,1,WP_0059,56,6
ORD_0223,SKU_0298,1,WP_0067,56,7
ORD_0222,SKU_0040,1,WP_0077,56,8
ORD_0221,SKU_0322,1,WP_0128,56,9
ORD_0223,SKU_0182,1,WP_0149,56,10
ORD_0225,SKU_0279,1,WP_0011,57,1
ORD_0227,SKU_0254,1,WP_0047,57,2
ORD_0228,SKU_0101,1,WP_0048,57,3
ORD_0225,SKU_0093,1,WP_0050,57,4
ORD_0225,SKU_0162,1,WP_0071,57,5
ORD_0228,SKU_0108,1,WP_0086,57,6
ORD_0228,SKU_0235,1,WP_0086,57,7
ORD_0227,SKU_0262,1,WP_0095,57,8
ORD_0226,SKU_0132,1,WP_0105,57,9
ORD_0227,SKU_0201,1,WP_0107,57,10
ORD_0228,SKU_0273,1,WP_0118,57,11
ORD_0227,SKU_0248,1,WP_0140,57,12
ORD_0229,SKU_0258,1,WP_0026,58,1
ORD_0231,SKU_0300,1,WP_0031,58,2
ORD_0230,SKU_0045,1,WP_0038,58,3
ORD_0232,SKU_0151,1,WP_0047,58,4
ORD_0231,SKU_0184,1,WP_0062,58,5
ORD_0231,SKU_0187,1,WP_0072,58,6
ORD_0229,SKU_0017,1,WP_0075,58,7
ORD_0229,SKU_0262,1,WP_0095,58,8
ORD_0232,SKU_0198,1,WP_0114,58,9
ORD_0232,SKU_0241,1,WP_0125,58,10
ORD_0230,SKU_0192,1,WP_0131,58,11
ORD_0231,SKU_0157,1,WP_0162,58,12
ORD_0235,SKU_0313,1,WP_0005,59,1
ORD_0235,SKU_0288,1,WP_0005,59,2
ORD_0233,SKU_0209,1,WP_0041,59,3
ORD_0233,SKU_0013,1,WP_0056,59,4
ORD_0233,SKU_0103,1,WP_0056,59,5
ORD_0233,SKU_0315,1,WP_0089,59,6
ORD_0233,SKU_0031,1,WP_0096,59,7
ORD_0234,SKU_0012,1,WP_0117,59,8
ORD_0235,SKU_0252,1,WP_0121,59,9
ORD_0236,SKU_0082,1,WP_0168,59,10
ORD_0237,SKU_0016,1,WP_0003,60,1
ORD_0239,SKU_0043,1,WP_0019,60,2
ORD_0239,SKU_0271,1,WP_0027,60,3
ORD_0240,SKU_0166,1,WP_0028,60,4
ORD_0238,SKU_0300,1,WP_0031,60,5
ORD_0239,SKU_0229,1,WP_0042,60,6
ORD_0238,SKU_0004,1,WP_0043,60,7
ORD_0238,SKU_0058,1,WP_0043,60,8
ORD_0237,SKU_0208,1,WP_0051,60,9
ORD_0238,SKU_0035,1,WP_0053,60,10
ORD_0240,SKU_0204,1,WP_0058,60,11
ORD_0240,SKU_0091,1,WP_0085,60,12
ORD_0238,SKU_0146,1,WP_0114,60,13
ORD_0244,SKU_0288,1,WP_0005,61,1
ORD_0243,SKU_0153,1,WP_0015,61,2
ORD_0241,SKU_0246,1,WP_0024,61,3
ORD_0241,SKU_0127,1,WP_0025,61,4
ORD_0242,SKU_0300,1,WP_0031,61,5
ORD_0244,SKU_0316,1,WP_0044,61,6
ORD_0244,SKU_0109,1,WP_0044,61,7
ORD_0241,SKU_0230,1,WP_0051,61,8
ORD_0244,SKU_0116,1,WP_0080,61,9
ORD_0244,SKU_0325,1,WP_0080,61,10
ORD_0243,SKU_0091,1,WP_0085,61,11
ORD_0241,SKU_0261,1,WP_0127,61,12
ORD_0241,SKU_0126,1,WP_0134,61,13
ORD_0248,SKU_0302,1,WP_0013,62,1
ORD_0246,SKU_0015,1,WP_0049,62,2
ORD_0246,SKU_0282,1,WP_0049,62,3
ORD_0248,SKU_0147,1,WP_0059,62,4
ORD_0248,SKU_0135,1,WP_0059,62,5
ORD_0247,SKU_0020,1,WP_0063,62,6
ORD_0245,SKU_0079,1,WP_0074,62,7
ORD_0247,SKU_0232,1,WP_0093,62,8
ORD_0246,SKU_0243,1,WP_0094,62,9
ORD_0247,SKU_0289,1,WP_0099,62,10
ORD_0247,SKU_0125,1,WP_0115,62,11
ORD_0246,SKU_0161,1,WP_0120,62,12
ORD_0247,SKU_0075,1,WP_0133,62,13
ORD_0245,SKU_0149,1,WP_0137,62,14
ORD_0248,SKU_0055,1,WP_0139,62,15
ORD_0250,SKU_0110,1,WP_0017,63,1
ORD_0249,SKU_0029,1,WP_0034,63,2
ORD_0249,SKU_0067,1,WP_0037,63,3
ORD_0249,SKU_0210,1,WP_0055,63,4
ORD_0251,SKU_0002,1,WP_0069,63,5
ORD_0249,SKU_0182,1,WP_0149,63,6
ORD_0252,SKU_0033,1,WP_0165,63,7
ORD_0254,SKU_0050,1,WP_0002,64,1
ORD_0256,SKU_0228,1,WP_0012,64,2
ORD_0256,SKU_0043,1,WP_0019,64,3
ORD_0253,SKU_0118,1,WP_0032,64,4
ORD_0253,SKU_0265,1,WP_0032,64,5
ORD_0255,SKU_0275,1,WP_0040,64,6
ORD_0255,SKU_0141,1,WP_0040,64,7
ORD_0254,SKU_0004,1,WP_0043,64,8
ORD_0256,SKU_0109,1,WP_0044,64,9
ORD_0255,SKU_0100,1,WP_0050,64,10
ORD_0254,SKU_0085,1,WP_0053,64,11
ORD_0256,SKU_0090,1,WP_0062,64,12
ORD_0254,SKU_0176,1,WP_0063,64,13
ORD_0253,SKU_0041,1,WP_0073,64,14
ORD_0253,SKU_0094,1,WP_0073,64,15
ORD_0256,SKU_0218,1,WP_0079,64,16
ORD_0255,SKU_0192,1,WP_0131,64,17
ORD_0253,SKU_0250,1,WP_0144,64,18
ORD_0255,SKU_0171,1,WP_0152,64,19
ORD_0258,SKU_0117,1,WP_0008,65,1
ORD_0259,SKU_0118,1,WP_0032,65,2
ORD_0260,SKU_0029,1,WP_0034,65,3
ORD_0258,SKU_0224,1,WP_0057,65,4
ORD_0260,SKU_0163,1,WP_0057,65,5
ORD_0258,SKU_0330,1,WP_0087,65,6
ORD_0260,SKU_0193,1,WP_0102,65,7
ORD_0260,SKU_0238,1,WP_0102,65,8
ORD_0259,SKU_0333,1,WP_0103,65,9
ORD_0257,SKU_0112,1,WP_0106,65,10
ORD_0257,SKU_0140,1,WP_0130,65,11
ORD_0257,SKU_0057,1,WP_0130,65,12
ORD_0260,SKU_0178,1,WP_0133,65,13
ORD_0258,SKU_0126,1,WP_0134,65,14
ORD_0259,SKU_0188,1,WP_0137,65,15
ORD_0264,SKU_0280,1,WP_0007,66,1
ORD_0264,SKU_0299,1,WP_0010,66,2
ORD_0264,SKU_0143,1,WP_0010,66,3
ORD_0262,SKU_0025,1,WP_0011,66,4
ORD_0261,SKU_0265,1,WP_0032,66,5
ORD_0262,SKU_0094,1,WP_0073,66,6
ORD_0262,SKU_0170,1,WP_0076,66,7
ORD_0264,SKU_0186,1,WP_0116,66,8
ORD_0262,SKU_0134,1,WP_0146,66,9
ORD_0263,SKU_0244,1,WP_0159,66,10
ORD_0266,SKU_0313,1,WP_0005,67,1
ORD_0265,SKU_0145,1,WP_0012,67,2
ORD_0267,SKU_0127,1,WP_0025,67,3
ORD_0267,SKU_0131,1,WP_0025,67,4
ORD_0265,SKU_0029,1,WP_0034,67,5
ORD_0268,SKU_0282,1,WP_0049,67,6
ORD_0266,SKU_0243,1,WP_0094,67,7
ORD_0265,SKU_0132,1,WP_0105,67,8
ORD_0265,SKU_0173,1,WP_0109,67,9
ORD_0267,SKU_0124,1,WP_0113,67,10
ORD_0265,SKU_0311,1,WP_0123,67,11
ORD_0268,SKU_0284,1,WP_0135,67,12
ORD_0266,SKU_0150,1,WP_0145,67,13
ORD_0269,SKU_0313,1,WP_0005,68,1
ORD_0270,SKU_0228,1,WP_0012,68,2
ORD_0272,SKU_0302,1,WP_0013,68,3
ORD_0269,SKU_0158,1,WP_0039,68,4
ORD_0272,SKU_0085,1,WP_0053,68,5
ORD_0270,SKU_0325,1,WP_0080,68,6
ORD_0271,SKU_0262,1,WP_0095,68,7
ORD_0271,SKU_0236,1,WP_0095,68,8
ORD_0272,SKU_0289,1,WP_0099,68,9
ORD_0272,SKU_0078,1,WP_0099,68,10
ORD_0269,SKU_0295,1,WP_0111,68,11
ORD_0269,SKU_0160,1,WP_0127,68,12
ORD_0271,SKU_0105,1,WP_0157,68,13
ORD_0273,SKU_0258,1,WP_0026,69,1
ORD_0273,SKU_0066,1,WP_0035,69,2
ORD_0274,SKU_0049,1,WP_0065,69,3
ORD_0273,SKU_0034,1,WP_0082,69,4
ORD_0275,SKU_0177,1,WP_0084,69,5
ORD_0273,SKU_0297,1,WP_0092,69,6
ORD_0276,SKU_0263,1,WP_0129,69,7
ORD_0274,SKU_0157,1,WP_0162,69,8
ORD_0278,SKU_0151,1,WP_0047,70,1
ORD_0280,SKU_0176,1,WP_0063,70,2
ORD_0280,SKU_0331,1,WP_0075,70,3
ORD_0278,SKU_0113,1,WP_0079,70,4
ORD_0277,SKU_0060,1,WP_0083,70,5
ORD_0279,SKU_0172,1,WP_0091,70,6
ORD_0280,SKU_0296,1,WP_0106,70,7
ORD_0280,SKU_0133,1,WP_0112,70,8
ORD_0279,SKU_0233,1,WP_0125,70,9
ORD_0278,SKU_0284,1,WP_0135,70,10
ORD_0278,SKU_0107,1,WP_0161,70,11
ORD_0284,SKU_0199,1,WP_0017,71,1
ORD_0284,SKU_0110,1,WP_0017,71,2
ORD_0283,SKU_0336,1,WP_0023,71,3
ORD_0282,SKU_0131,1,WP_0025,71,4
ORD_0283,SKU_0258,1,WP_0026,71,5
ORD_0283,SKU_0227,1,WP_0026,71,6
ORD_0281,SKU_0191,1,WP_0052,71,7
ORD_0281,SKU_0247,1,WP_0052,71,8
ORD_0282,SKU_0324,1,WP_0074,71,9
ORD_0284,SKU_0121,1,WP_0077,71,10
ORD_0281,SKU_0175,1,WP_0089,71,11
ORD_0283,SKU_0334,1,WP_0091,71,12
ORD_0284,SKU_0243,1,WP_0094,71,13
ORD_0284,SKU_0205,1,WP_0094,71,14
ORD_0282,SKU_0234,1,WP_0097,71,15
ORD_0281,SKU_0102,1,WP_0098,71,16
ORD_0281,SKU_0326,1,WP_0104,71,17
ORD_0282,SKU_0221,1,WP_0132,71,18
ORD_0282,SKU_0278,1,WP_0153,71,19
ORD_0288,SKU_0190,1,WP_0001,72,1
ORD_0287,SKU_0227,1,WP_0026,72,2
ORD_0285,SKU_0068,1,WP_0033,72,3
ORD_0285,SKU_0021,1,WP_0033,72,4
ORD_0285,SKU_0119,1,WP_0046,72,5
ORD_0285,SKU_0294,1,WP_0058,72,6
ORD_0287,SKU_0173,1,WP_0109,72,7
ORD_0286,SKU_0269,1,WP_0124,72,8
ORD_0287,SKU_0169,1,WP_0151,72,9
ORD_0287,SKU_0096,1,WP_0151,72,10
ORD_0290,SKU_0098,1,WP_0006,73,1
ORD_0290,SKU_0074,1,WP_0006,73,2
ORD_0289,SKU_0253,1,WP_0007,73,3
ORD_0291,SKU_0260,1,WP_0009,73,4
ORD_0291,SKU_0180,1,WP_0009,73,5
ORD_0292,SKU_0143,1,WP_0010,73,6
ORD_0290,SKU_0237,1,WP_0013,73,7
ORD_0289,SKU_0123,1,WP_0036,73,8
ORD_0289,SKU_0156,1,WP_0036,73,9
ORD_0289,SKU_0041,1,WP_0073,73,10
ORD_0292,SKU_0192,1,WP_0131,73,11
ORD_0292,SKU_0174,1,WP_0131,73,12
ORD_0290,SKU_0169,1,WP_0151,73,13
ORD_0290,SKU_0181,1,WP_0161,73,14
ORD_0292,SKU_0072,1,WP_0163,73,15
ORD_0292,SKU_0010,1,WP_0163,73,16
ORD_0296,SKU_0071,1,WP_0020,74,1
ORD_0293,SKU_0139,1,WP_0022,74,2
ORD_0293,SKU_0131,1,WP_0025,74,3
ORD_0295,SKU_0028,1,WP_0041,74,4
ORD_0293,SKU_0184,1,WP_0062,74,5
ORD_0294,SKU_0296,1,WP_0106,74,6
ORD_0296,SKU_0332,1,WP_0142,74,7
ORD_0293,SKU_0096,1,WP_0151,74,8
ORD_0298,SKU_0093,1,WP_0050,75,1
ORD_0298,SKU_0100,1,WP_0050,75,2
ORD_0297,SKU_0331,1,WP_0075,75,3
ORD_0298,SKU_0305,1,WP_0078,75,4
ORD_0298,SKU_0218,1,WP_0079,75,5
ORD_0299,SKU_0198,1,WP_0114,75,6
ORD_0300,SKU_0086,1,WP_0168,75,7
ORD_0303,SKU_0007,1,WP_0024,76,1
ORD_0302,SKU_0080,1,WP_0029,76,2
ORD_0302,SKU_0021,1,WP_0033,76,3
ORD_0302,SKU_0158,1,WP_0039,76,4
ORD_0301,SKU_0210,1,WP_0055,76,5
ORD_0301,SKU_0027,1,WP_0055,76,6
ORD_0304,SKU_0079,1,WP_0074,76,7
ORD_0303,SKU_0039,1,WP_0165,76,8
ORD_0307,SKU_0279,1,WP_0011,77,1
ORD_0305,SKU_0219,1,WP_0021,77,2
ORD_0308,SKU_0227,1,WP_0026,77,3
ORD_0305,SKU_0166,1,WP_0028,77,4
ORD_0307,SKU_0185,1,WP_0046,77,5
ORD_0306,SKU_0036,1,WP_0054,77,6
ORD_0307,SKU_0318,1,WP_0061,77,7
ORD_0308,SKU_0286,1,WP_0065,77,8
ORD_0306,SKU_0296,1,WP_0106,77,9
ORD_0306,SKU_0150,1,WP_0145,77,10
ORD_0306,SKU_0042,1,WP_0145,77,11
ORD_0309,SKU_0106,1,WP_0019,78,1
ORD_0309,SKU_0247,1,WP_0052,78,2
ORD_0311,SKU_0090,1,WP_0062,78,3
ORD_0311,SKU_0184,1,WP_0062,78,4
ORD_0311,SKU_0002,1,WP_0069,78,5
ORD_0311,SKU_0084,1,WP_0082,78,6
ORD_0309,SKU_0257,1,WP_0088,78,7
ORD_0312,SKU_0042,1,WP_0145,78,8
ORD_0310,SKU_0168,1,WP_0150,78,9
ORD_0310,SKU_0259,1,WP_0153,78,10
ORD_0314,SKU_0202,1,WP_0014,79,1
ORD_0313,SKU_0209,1,WP_0041,79,2
ORD_0315,SKU_0254,1,WP_0047,79,3
ORD_0314,SKU_0257,1,WP_0088,79,4
ORD_0313,SKU_0146,1,WP_0114,79,5
ORD_0316,SKU_0192,1,WP_0131,79,6
ORD_0313,SKU_0075,1,WP_0133,79,7
ORD_0313,SKU_0178,1,WP_0133,79,8
ORD_0316,SKU_0149,1,WP_0137,79,9
ORD_0316,SKU_0164,1,WP_0143,79,10
ORD_0316,SKU_0014,1,WP_0148,79,11
ORD_0316,SKU_0327,1,WP_0155,79,12
ORD_0315,SKU_0320,1,WP_0166,79,13
ORD_0320,SKU_0053,1,WP_0008,80,1
ORD_0318,SKU_0106,1,WP_0019,80,2
ORD_0317,SKU_0011,1,WP_0029,80,3
ORD_0320,SKU_0035,1,WP_0053,80,4
ORD_0320,SKU_0085,1,WP_0053,80,5
ORD_0318,SKU_0013,1,WP_0056,80,6
ORD_0318,SKU_0147,1,WP_0059,80,7
ORD_0318,SKU_0318,1,WP_0061,80,8
ORD_0320,SKU_0142,1,WP_0068,80,9
ORD_0318,SKU_0170,1,WP_0076,80,10
ORD_0319,SKU_0196,1,WP_0087,80,11
ORD_0319,SKU_0330,1,WP_0087,80,12
ORD_0317,SKU_0097,1,WP_0126,80,13
ORD_0320,SKU_0003,1,WP_0128,80,14
ORD_0321,SKU_0080,1,WP_0029,81,1
ORD_0323,SKU_0067,1,WP_0037,81,2
ORD_0323,SKU_0032,1,WP_0037,81,3
ORD_0322,SKU_0319,1,WP_0066,81,4
ORD_0323,SKU_0088,1,WP_0100,81,5
ORD_0323,SKU_0092,1,WP_0111,81,6
ORD_0323,SKU_0295,1,WP_0111,81,7
ORD_0324,SKU_0047,1,WP_0138,81,8
ORD_0327,SKU_0153,1,WP_0015,82,1
ORD_0327,SKU_0310,1,WP_0048,82,2
ORD_0326,SKU_0305,1,WP_0078,82,3
ORD_0326,SKU_0129,1,WP_0078,82,4
ORD_0327,SKU_0330,1,WP_0087,82,5
ORD_0325,SKU_0333,1,WP_0103,82,6
ORD_0328,SKU_0221,1,WP_0132,82,7
ORD_0327,SKU_0069,1,WP_0135,82,8
ORD_0332,SKU_0251,1,WP_0003,83,1
ORD_0331,SKU_0018,1,WP_0014,83,2
ORD_0330,SKU_0242,1,WP_0015,83,3
ORD_0331,SKU_0139,1,WP_0022,83,4
ORD_0332,SKU_0118,1,WP_0032,83,5
ORD_0330,SKU_0070,1,WP_0069,83,6
ORD_0330,SKU_0002,1,WP_0069,83,7
ORD_0329,SKU_0331,1,WP_0075,83,8
ORD_0329,SKU_0017,1,WP_0075,83,9
ORD_0331,SKU_0304,1,WP_0103,83,10
ORD_0329,SKU_0264,1,WP_0104,83,11
ORD_0331,SKU_0152,1,WP_0110,83,12
ORD_0331,SKU_0055,1,WP_0139,83,13
ORD_0329,SKU_0052,1,WP_0166,83,14
ORD_0334,SKU_0074,1,WP_0006,84,1
ORD_0336,SKU_0195,1,WP_0020,84,2
ORD_0336,SKU_0227,1,WP_0026,84,3
ORD_0335,SKU_0216,1,WP_0060,84,4
ORD_0334,SKU_0184,1,WP_0062,84,5
ORD_0335,SKU_0205,1,WP_0094,84,6
ORD_0334,SKU_0262,1,WP_0095,84,7
ORD_0335,SKU_0155,1,WP_0101,84,8
ORD_0334,SKU_0112,1,WP_0106,84,9
ORD_0334,SKU_0126,1,WP_0134,84,10
ORD_0333,SKU_0182,1,WP_0149,84,11
ORD_0338,SKU_0237,1,WP_0013,85,1
ORD_0339,SKU_0183,1,WP_0038,85,2
ORD_0339,SKU_0208,1,WP_0051,85,3
ORD_0340,SKU_0049,1,WP_0065,85,4
ORD_0340,SKU_0130,1,WP_0067,85,5
ORD_0337,SKU_0295,1,WP_0111,85,6
ORD_0338,SKU_0075,1,WP_0133,85,7
ORD_0338,SKU_0059,1,WP_0143,85,8
ORD_0340,SKU_0150,1,WP_0145,85,9
ORD_0344,SKU_0180,1,WP_0009,86,1
ORD_0343,SKU_0145,1,WP_0012,86,2
ORD_0344,SKU_0106,1,WP_0019,86,3
ORD_0341,SKU_0071,1,WP_0020,86,4
ORD_0343,SKU_0189,1,WP_0023,86,5
ORD_0341,SKU_0007,1,WP_0024,86,6
ORD_0341,SKU_0246,1,WP_0024,86,7
ORD_0344,SKU_0166,1,WP_0028,86,8
ORD_0341,SKU_0040,1,WP_0077,86,9
ORD_0341,SKU_0325,1,WP_0080,86,10
ORD_0343,SKU_0297,1,WP_0092,86,11
ORD_0344,SKU_0239,1,WP_0108,86,12
ORD_0342,SKU_0125,1,WP_0115,86,13
ORD_0344,SKU_0328,1,WP_0142,86,14
ORD_0348,SKU_0099,1,WP_0016,87,1
ORD_0346,SKU_0255,1,WP_0022,87,2
ORD_0346,SKU_0139,1,WP_0022,87,3
ORD_0346,SKU_0183,1,WP_0038,87,4
ORD_0347,SKU_0141,1,WP_0040,87,5
ORD_0348,SKU_0015,1,WP_0049,87,6
ORD_0347,SKU_0116,1,WP_0080,87,7
ORD_0346,SKU_0077,1,WP_0088,87,8
ORD_0348,SKU_0226,1,WP_0109,87,9
ORD_0345,SKU_0042,1,WP_0145,87,10
ORD_0346,SKU_0107,1,WP_0161,87,11
ORD_0352,SKU_0044,1,WP_0004,88,1
ORD_0349,SKU_0199,1,WP_0017,88,2
ORD_0352,SKU_0255,1,WP_0022,88,3
ORD_0351,SKU_0021,1,WP_0033,88,4
ORD_0350,SKU_0029,1,WP_0034,88,5
ORD_0352,SKU_0067,1,WP_0037,88,6
ORD_0350,SKU_0115,1,WP_0039,88,7
ORD_0352,SKU_0109,1,WP_0044,88,8
ORD_0351,SKU_0230,1,WP_0051,88,9
ORD_0349,SKU_0162,1,WP_0071,88,10
ORD_0351,SKU_0079,1,WP_0074,88,11
ORD_0351,SKU_0121,1,WP_0077,88,12
ORD_0352,SKU_0095,1,WP_0144,88,13
ORD_0355,SKU_0242,1,WP_0015,89,1
ORD_0355,SKU_0066,1,WP_0035,89,2
ORD_0356,SKU_0067,1,WP_0037,89,3
ORD_0353,SKU_0036,1,WP_0054,89,4
ORD_0354,SKU_0120,1,WP_0060,89,5
ORD_0356,SKU_0222,1,WP_0090,89,6
ORD_0355,SKU_0128,1,WP_0097,89,7
ORD_0355,SKU_0023,1,WP_0100,89,8
ORD_0355,SKU_0088,1,WP_0100,89,9
ORD_0354,SKU_0179,1,WP_0121,89,10
ORD_0354,SKU_0030,1,WP_0147,89,11
ORD_0359,SKU_0299,1,WP_0010,90,1
ORD_0358,SKU_0139,1,WP_0022,90,2
ORD_0358,SKU_0062,1,WP_0028,90,3
ORD_0360,SKU_0080,1,WP_0029,90,4
ORD_0360,SKU_0011,1,WP_0029,90,5
ORD_0357,SKU_0156,1,WP_0036,90,6
ORD_0358,SKU_0020,1,WP_0063,90,7
ORD_0359,SKU_0334,1,WP_0091,90,8
ORD_0360,SKU_0152,1,WP_0110,90,9
ORD_0359,SKU_0186,1,WP_0116,90,10
